id,name,url,project_id,centrality
410,heat-cfntools,http://github.com/openstack/heat-cfntools,13,2
411,heat-templates,http://github.com/openstack/heat-templates,13,2
412,os-refresh-config,http://github.com/openstack/os-refresh-config,57,2
413,os-net-config,http://github.com/openstack/os-net-config,57,2
414,os-namos,http://github.com/openstack/os-namos,104,3
415,os-collect-config,http://github.com/openstack/os-collect-config,57,2
416,os-client-config,http://github.com/openstack/os-client-config,37,2
417,os-performance-tools,http://github.com/openstack/os-performance-tools,44,2
418,os-dpm,http://github.com/openstack/os-dpm,NULL,NULL
419,os-ken,http://github.com/openstack/os-ken,29,2
420,os-acc,http://github.com/openstack/os-acc,7,2
421,ansible-role-zookeeper,http://github.com/openstack/ansible-role-zookeeper,57,3
422,ansible-role-whisper,http://github.com/openstack/ansible-role-whisper,57,3
423,ansible-role-virtualenv,http://github.com/openstack/ansible-role-virtualenv,57,3
424,ansible-role-tripleo-aodh,http://github.com/openstack/ansible-role-tripleo-aodh,57,2
425,ansible-role-sudoers,http://github.com/openstack/ansible-role-sudoers,57,3
426,ansible-role-statsd,http://github.com/openstack/ansible-role-statsd,57,3
427,ansible-role-ssh,http://github.com/openstack/ansible-role-ssh,57,3
428,ansible-role-openstack-operations,http://github.com/openstack/ansible-role-openstack-operations,57,2
429,ansible-role-shade,http://github.com/openstack/ansible-role-shade,57,3
430,ansible-role-redhat-subscription,http://github.com/openstack/ansible-role-redhat-subscription,57,2
431,ansible-role-nginx,http://github.com/openstack/ansible-role-nginx,57,3
432,ansible-role-logrotate,http://github.com/openstack/ansible-role-logrotate,57,3
433,ansible-role-carbon,http://github.com/openstack/ansible-role-carbon,57,3
434,ansible-role-diskimage-builder,http://github.com/openstack/ansible-role-diskimage-builder,57,3
435,ansible-role-cloud-launcher,http://github.com/openstack/ansible-role-cloud-launcher,57,3
436,ansible-role-container-registry,http://github.com/openstack/ansible-role-container-registry,57,2
437,ansible-role-jenkins,http://github.com/openstack/ansible-role-jenkins,35,3
438,ansible-role-gearman,http://github.com/openstack/ansible-role-gearman,57,3
439,ansible-role-chrony,http://github.com/openstack/ansible-role-chrony,57,2
440,ansible-role-bindep,http://github.com/openstack/ansible-role-bindep,35,3
441,ansible-role-jenkins-plugins,http://github.com/openstack/ansible-role-jenkins-plugins,35,3
442,ansible-role-grafyaml,http://github.com/openstack/ansible-role-grafyaml,57,3
443,ansible-role-jenkins-job-builder,http://github.com/openstack/ansible-role-jenkins-job-builder,35,3
444,python-barbicanclient,http://github.com/openstack/python-barbicanclient,2,2
445,watcher,http://github.com/openstack/watcher,60,2
446,kuryr,http://github.com/openstack/kuryr,21,2
447,barbican-specs,http://github.com/openstack/barbican-specs,2,2
448,castellan,http://github.com/openstack/castellan,38,2
449,cloudroast,http://github.com/openstack/cloudroast,84,3
450,zun-ui,http://github.com/openstack/zun-ui,63,2
451,watcher-dashboard,http://github.com/openstack/watcher-dashboard,60,2
452,trove-dashboard,http://github.com/openstack/trove-dashboard,58,2
453,senlin-dashboard,http://github.com/openstack/senlin-dashboard,50,2
454,qinling-dashboard,http://github.com/openstack/qinling-dashboard,43,2
455,sahara-dashboard,http://github.com/openstack/sahara-dashboard,48,2
456,searchlight-ui,http://github.com/openstack/searchlight-ui,49,2
457,monasca-ui,http://github.com/openstack/monasca-ui,27,2
458,neutron-fwaas-dashboard,http://github.com/openstack/neutron-fwaas-dashboard,29,2
459,kingbird-dashboard,http://github.com/openstack/kingbird-dashboard,90,3
460,masakari-dashboard,http://github.com/openstack/masakari-dashboard,25,2
461,meteos-ui,http://github.com/openstack/meteos-ui,149,3
462,karbor-dashboard,http://github.com/openstack/karbor-dashboard,18,2
463,group-based-policy-ui,http://github.com/openstack/group-based-policy-ui,215,3
464,broadview-ui,http://github.com/openstack/broadview-ui,205,3
465,congress-dashboard,http://github.com/openstack/congress-dashboard,6,2
466,designate-dashboard,http://github.com/openstack/designate-dashboard,8,2
467,adjutant-ui,http://github.com/openstack/adjutant-ui,1,2
468,ec2-api,https://github.com/openstack/ec2-api,10,2
469,nova-powervm,http://github.com/openstack/nova-powervm,41,2
470,pymod2pkg,http://github.com/openstack/pymod2pkg,39,2
471,inception,http://github.com/openstack/inception,85,3
472,python-qinlingclient,http://github.com/openstack/python-qinlingclient,43,2
473,oslo-specs,http://github.com/openstack/oslo-specs,38,2
474,networking-spp,http://github.com/openstack/networking-spp,29,3
475,oslo.cache,http://github.com/openstack/oslo.cache,38,2
476,omni,http://github.com/openstack/omni,86,3
477,swift-bench,http://github.com/openstack/swift-bench,53,2
478,openstack-ansible-memcached_server,http://github.com/openstack/openstack-ansible-memcached_server,35,2
479,python-heatclient,http://github.com/openstack/python-heatclient,13,2
480,ansible-role-ara,http://github.com/openstack/ansible-role-ara,35,3
481,python-keystoneclient,http://github.com/openstack/python-keystoneclient,19,2
482,python-mistralclient,http://github.com/openstack/python-mistralclient,26,2
483,cloudcafe,http://github.com/openstack/cloudcafe,87,3
484,manila-image-elements,http://github.com/openstack/manila-image-elements,24,2
485,taskflow,http://github.com/openstack/taskflow,38,2
486,oslo.privsep,http://github.com/openstack/oslo.privsep,38,2
487,oslo.db,http://github.com/openstack/oslo.db,38,2
488,python-glareclient,http://github.com/openstack/python-glareclient,88,3
489,openstackclient,http://github.com/openstack/openstackclient,38,2
490,glare,http://github.com/openstack/glare,88,3
491,tap-as-a-service,http://github.com/openstack/tap-as-a-service,208,3
492,tricircle,http://github.com/openstack/tricircle,56,2
493,python-blazarclient,http://github.com/openstack/python-blazarclient,3,2
494,glance-specs,http://github.com/openstack/glance-specs,12,2
495,python-congressclient,http://github.com/openstack/python-congressclient,6,2
496,puppet-murano,http://github.com/openstack/puppet-murano,42,2
497,puppet-cloudkitty,http://github.com/openstack/puppet-cloudkitty,42,2
498,puppet-designate,http://github.com/openstack/puppet-designate,42,2
499,puppet-openstack-cookiecutter,http://github.com/openstack/puppet-openstack-cookiecutter,42,2
500,openstack-ansible-ceph_client,http://github.com/openstack/openstack-ansible-ceph_client,35,2
501,monasca-log-api,http://github.com/openstack/monasca-log-api,27,2
502,python-swiftclient,http://github.com/openstack/python-swiftclient,53,2
503,python-glanceclient,http://github.com/openstack/python-glanceclient,12,2
504,puppet-cinder,http://github.com/openstack/puppet-cinder,42,2
505,openstack-ansible-repo_build,http://github.com/openstack/openstack-ansible-repo_build,35,2
506,openstack-ansible-plugins,http://github.com/openstack/openstack-ansible-plugins,35,2
507,openstack-ansible-os_placement,http://github.com/openstack/openstack-ansible-os_placement,35,2
508,openstack-ansible-os_molteniron,http://github.com/openstack/openstack-ansible-os_molteniron,35,2
509,openstack-ansible-os_almanach,http://github.com/openstack/openstack-ansible-os_almanach,35,2
510,openstack-ansible-openstack_openrc,http://github.com/openstack/openstack-ansible-openstack_openrc,35,2
511,ansible-config_template,http://github.com/openstack/ansible-config_template,35,2
512,osc-summit-counter,http://github.com/openstack/osc-summit-counter,40,3
513,ceilometer-powervm,http://github.com/openstack/ceilometer-powervm,41,2
514,networking-powervm,http://github.com/openstack/networking-powervm,41,2
515,sahara-image-elements,http://github.com/openstack/sahara-image-elements,48,2
516,sahara-specs,http://github.com/openstack/sahara-specs,48,2
517,oslo.rootwrap,http://github.com/openstack/oslo.rootwrap,38,2
518,openstack-chef-specs,http://github.com/openstack/openstack-chef-specs,33,2
519,puppet-gnocchi,http://github.com/openstack/puppet-gnocchi,42,2
520,puppet-neutron,http://github.com/openstack/puppet-neutron,42,2
521,tempest-tripleo-ui,http://github.com/openstack/tempest-tripleo-ui,57,2
522,puppet-ironic,http://github.com/openstack/puppet-ironic,42,2
523,python-searchlightclient,http://github.com/openstack/python-searchlightclient,49,2
524,ldappool,http://github.com/openstack/ldappool,19,2
525,contributor-guide,http://github.com/openstack/contributor-guide,9,2
526,airship-deckhand,http://github.com/openstack/airship-deckhand,200,3
527,tosca-parser,http://github.com/openstack/tosca-parser,13,2
528,cyborg-specs,http://github.com/openstack/cyborg-specs,7,2
529,python-magnumclient,http://github.com/openstack/python-magnumclient,23,2
530,magnum-specs,http://github.com/openstack/magnum-specs,23,2
531,python-freezerclient,http://github.com/openstack/python-freezerclient,11,2
532,whereto,http://github.com/openstack/whereto,9,2
533,openstack-ansible-rsyslog_client,http://github.com/openstack/openstack-ansible-rsyslog_client,35,2
534,arch-design,http://github.com/openstack/arch-design,204,3
535,ha-guide,http://github.com/openstack/ha-guide,9,3
536,puppet-mistral,http://github.com/openstack/puppet-mistral,42,2
537,python-octaviaclient,http://github.com/openstack/python-octaviaclient,31,2
538,puppet-magnum,http://github.com/openstack/puppet-magnum,42,2
539,puppet-rally,http://github.com/openstack/puppet-rally,42,2
540,puppet-glare,http://github.com/openstack/puppet-glare,42,2
541,python-fenixclient,http://github.com/openstack/python-fenixclient,89,3
542,iotronic-ui,http://github.com/openstack/iotronic-ui,69,3
543,stx-specs,http://github.com/openstack/stx-specs,210,3
544,python-valenceclient,http://github.com/openstack/python-valenceclient,133,3
545,python-tricircleclient,http://github.com/openstack/python-tricircleclient,56,2
546,python-tatuclient,http://github.com/openstack/python-tatuclient,171,3
547,python-neutronclient,http://github.com/openstack/python-neutronclient,29,2
548,python-picassoclient,http://github.com/openstack/python-picassoclient,151,3
549,python-senlinclient,http://github.com/openstack/python-senlinclient,50,2
550,python-tackerclient,http://github.com/openstack/python-tackerclient,54,2
551,python-scciclient,http://github.com/openstack/python-scciclient,NULL,NULL
552,python-surveilclient,http://github.com/openstack/python-surveilclient,156,3
553,python-rsdclient,http://github.com/openstack/python-rsdclient,NULL,NULL
554,python-moganclient,http://github.com/openstack/python-moganclient,83,3
555,python-opentsdbclient,http://github.com/openstack/python-opentsdbclient,NULL,NULL
556,python-meteosclient,http://github.com/openstack/python-meteosclient,149,3
557,python-oneviewclient,http://github.com/openstack/python-oneviewclient,NULL,NULL
558,python-namosclient,http://github.com/openstack/python-namosclient,104,3
559,python-masakariclient,http://github.com/openstack/python-masakariclient,25,2
560,python-karborclient,http://github.com/openstack/python-karborclient,18,2
561,python-iotronicclient,http://github.com/openstack/python-iotronicclient,69,3
562,python-kingbirdclient,http://github.com/openstack/python-kingbirdclient,90,3
563,python-group-based-policy-client,http://github.com/openstack/python-group-based-policy-client,215,3
564,python-k8sclient,http://github.com/openstack/python-k8sclient,NULL,NULL
565,python-hnvclient,http://github.com/openstack/python-hnvclient,NULL,NULL
566,python-gyanclient,http://github.com/openstack/python-gyanclient,126,3
567,python-adjutantclient,http://github.com/openstack/python-adjutantclient,1,2
568,python-designateclient,http://github.com/openstack/python-designateclient,8,2
569,python-distilclient,http://github.com/openstack/python-distilclient,73,3
570,python-cloudpulseclient,http://github.com/openstack/python-cloudpulseclient,77,3
571,python-brick-cinderclient-ext,http://github.com/openstack/python-brick-cinderclient-ext,4,2
572,python-bileanclient,http://github.com/openstack/python-bileanclient,155,3
573,python-apmecclient,http://github.com/openstack/python-apmecclient,144,3
574,python-almanachclient,http://github.com/openstack/python-almanachclient,94,3
575,oslo.versionedobjects,http://github.com/openstack/oslo.versionedobjects,38,2
576,oslo.vmware,http://github.com/openstack/oslo.vmware,38,2
577,oslo.limit,http://github.com/openstack/oslo.limit,38,2
578,oslosphinx,http://github.com/openstack/oslosphinx,38,2
579,oslotest,http://github.com/openstack/oslotest,38,2
580,oslo.concurrency,http://github.com/openstack/oslo.concurrency,38,2
581,oslo.reports,http://github.com/openstack/oslo.reports,38,2
582,oslo.context,http://github.com/openstack/oslo.context,38,2
583,oslo.middleware,http://github.com/openstack/oslo.middleware,38,2
584,oslo.i18n,http://github.com/openstack/oslo.i18n,38,2
585,puppet-watcher,http://github.com/openstack/puppet-watcher,42,2
586,solum-specs,http://github.com/openstack/solum-specs,51,2
587,watcher-specs,http://github.com/openstack/watcher-specs,60,2
588,fenix,http://github.com/openstack/fenix,89,3
589,murano-specs,http://github.com/openstack/murano-specs,28,2
590,airship-spyglass,http://github.com/openstack/airship-spyglass,200,3
591,puppet-horizon,http://github.com/openstack/puppet-horizon,42,2
592,puppet-swift,http://github.com/openstack/puppet-swift,42,2
593,puppet-senlin,http://github.com/openstack/puppet-senlin,42,2
594,puppet-freezer,http://github.com/openstack/puppet-freezer,42,2
595,openstack-ansible-os_searchlight,http://github.com/openstack/openstack-ansible-os_searchlight,35,2
596,openstack-ansible-pip_install,http://github.com/openstack/openstack-ansible-pip_install,35,2
597,yaql,http://github.com/openstack/yaql,28,2
598,networking-l2gw,http://github.com/openstack/networking-l2gw,29,3
599,kingbird,http://github.com/openstack/kingbird,90,3
600,trove-specs,http://github.com/openstack/trove-specs,58,2
601,trove-specs,http://github.com/openstack/trove-specs,58,2
602,ironic-staging-drivers,http://github.com/openstack/ironic-staging-drivers,17,3
603,osc-placement,http://github.com/openstack/osc-placement,40,2
604,tripleo-ha-utils,http://github.com/openstack/tripleo-ha-utils,57,2
605,group-based-policy-automation,http://github.com/openstack/group-based-policy-automation,215,3
606,freezer-dr,http://github.com/openstack/freezer-dr,11,2
607,tacker-specs,http://github.com/openstack/tacker-specs,54,2
608,tripleo-specs,http://github.com/openstack/tripleo-specs,57,2
609,devstack-tools,http://github.com/openstack/devstack-tools,44,2
610,keystone-specs,http://github.com/openstack/keystone-specs,19,2
611,murano-pkg-check,http://github.com/openstack/murano-pkg-check,28,2
612,puppet-tacker,http://github.com/openstack/puppet-tacker,42,2
613,puppet-trove,http://github.com/openstack/puppet-trove,42,2
614,puppet-congress,http://github.com/openstack/puppet-congress,42,2
615,puppet-sahara,http://github.com/openstack/puppet-sahara,42,2
616,puppet-barbican,http://github.com/openstack/puppet-barbican,42,2
617,puppet-aodh,http://github.com/openstack/puppet-aodh,42,2
618,puppet-heat,http://github.com/openstack/puppet-heat,42,2
619,puppet-ceilometer,http://github.com/openstack/puppet-ceilometer,42,2
620,networking-vsphere,http://github.com/openstack/networking-vsphere,29,3
621,coverage2sql,http://github.com/openstack/coverage2sql,44,2
622,openstack-ansible-os_panko,http://github.com/openstack/openstack-ansible-os_panko,35,2
623,networking-ovs-dpdk,http://github.com/openstack/networking-ovs-dpdk,29,3
624,python-aodhclient,http://github.com/openstack/python-aodhclient,55,2
625,openstack-ansible-haproxy_server,http://github.com/openstack/openstack-ansible-haproxy_server,35,2
626,openstack-ansible-apt_package_pinning,http://github.com/openstack/openstack-ansible-apt_package_pinning,35,2
627,vmware-vspc,http://github.com/openstack/vmware-vspc,NULL,NULL
628,puppet-zaqar,http://github.com/openstack/puppet-zaqar,42,2
629,puppet-ec2api,http://github.com/openstack/puppet-ec2api,42,2
630,puppet-openstack_extras,http://github.com/openstack/puppet-openstack_extras,42,2
631,puppet-oslo,http://github.com/openstack/puppet-oslo,42,2
632,puppet-panko,http://github.com/openstack/puppet-panko,42,2
633,puppet-monasca,http://github.com/openstack/puppet-monasca,42,2
634,openstack-ansible-os_blazar,http://github.com/openstack/openstack-ansible-os_blazar,35,2
635,openstack-ansible-os_zaqar,http://github.com/openstack/openstack-ansible-os_zaqar,35,2
636,openstack-ansible-os_congress,http://github.com/openstack/openstack-ansible-os_congress,35,2
637,openstack-ansible-os_tacker,http://github.com/openstack/openstack-ansible-os_tacker,35,2
638,openstack-ansible-os_monasca,http://github.com/openstack/openstack-ansible-os_monasca,35,2
639,stx-update,http://github.com/openstack/stx-update,210,3
640,ovsdbapp,http://github.com/openstack/ovsdbapp,29,2
641,openstack-ansible-os_masakari,http://github.com/openstack/openstack-ansible-os_masakari,35,2
642,openstack-ansible-os_ceilometer,http://github.com/openstack/openstack-ansible-os_ceilometer,35,2
643,monasca-events-api,http://github.com/openstack/monasca-events-api,27,2
644,masakari-monitors,http://github.com/openstack/masakari-monitors,25,2
645,glare-specs,http://github.com/openstack/glare-specs,88,3
646,compass-specs,http://github.com/openstack/compass-specs,206,3
647,charm-plumgrid-gateway,http://github.com/openstack/charm-plumgrid-gateway,32,3
648,charm-plumgrid-edge,http://github.com/openstack/charm-plumgrid-edge,32,3
649,charm-plumgrid-director,http://github.com/openstack/charm-plumgrid-director,32,3
650,charm-neutron-api-plumgrid,http://github.com/openstack/charm-neutron-api-plumgrid,32,3
651,ara-plugins,http://github.com/openstack/ara-plugins,76,3
652,stevedore,http://github.com/openstack/stevedore,38,2
653,performance-docs,http://github.com/openstack/performance-docs,45,2
654,driverlog,http://github.com/openstack/driverlog,91,3
655,puppet-tempest,http://github.com/openstack/puppet-tempest,42,2
656,neutron-interconnection,http://github.com/openstack/neutron-interconnection,29,2
657,openstack-ansible-os_trove,http://github.com/openstack/openstack-ansible-os_trove,35,2
658,openstack-ansible-os_gnocchi,http://github.com/openstack/openstack-ansible-os_gnocchi,35,2
659,tacker-horizon,http://github.com/openstack/tacker-horizon,54,2
660,rally,http://github.com/openstack/rally,45,2
661,puppet-vswitch,http://github.com/openstack/puppet-vswitch,42,2
662,keystoneauth,http://github.com/openstack/keystoneauth,19,2
663,ironic-inspector-specs,http://github.com/openstack/ironic-inspector-specs,17,2
664,networking-bigswitch,http://github.com/openstack/networking-bigswitch,29,3
665,debtcollector,http://github.com/openstack/debtcollector,38,2
666,futurist,http://github.com/openstack/futurist,38,2
667,automaton,http://github.com/openstack/automaton,38,2
668,ansible-role-nodepool,http://github.com/openstack/ansible-role-nodepool,57,3
669,ironic-ui,http://github.com/openstack/ironic-ui,17,2
670,mox3,http://github.com/openstack/mox3,38,2
671,networking-hyperv,http://github.com/openstack/networking-hyperv,61,2
672,networking-fujitsu,http://github.com/openstack/networking-fujitsu,29,3
673,nemesis,http://github.com/openstack/nemesis,92,3
674,mixmatch,http://github.com/openstack/mixmatch,93,3
675,compute-hyperv,http://github.com/openstack/compute-hyperv,206,3
676,apmec-horizon,http://github.com/openstack/apmec-horizon,144,3
677,almanach,http://github.com/openstack/almanach,94,3
678,openstack-ansible-nspawn_container_create,http://github.com/openstack/openstack-ansible-nspawn_container_create,35,2
679,charm-octavia,http://github.com/openstack/charm-octavia,32,2
680,mistral-dashboard,http://github.com/openstack/mistral-dashboard,26,2
681,puppet-vitrage,http://github.com/openstack/puppet-vitrage,42,2
682,puppet-ovn,http://github.com/openstack/puppet-ovn,42,2
683,puppet-openstack-guide,http://github.com/openstack/puppet-openstack-guide,42,2
684,puppet-modulesync-configs,http://github.com/openstack/puppet-modulesync-configs,42,3
685,charm-manila-generic,http://github.com/openstack/charm-manila-generic,32,2
686,charm-designate,http://github.com/openstack/charm-designate,32,2
687,charm-neutron-dynamic-routing,http://github.com/openstack/charm-neutron-dynamic-routing,32,2
688,charm-aodh,http://github.com/openstack/charm-aodh,32,2
689,charm-keystone-ldap,http://github.com/openstack/charm-keystone-ldap,32,2
690,charm-nova-cell-controller,http://github.com/openstack/charm-nova-cell-controller,32,2
691,charm-octavia-dashboard,http://github.com/openstack/charm-octavia-dashboard,32,2
692,charm-designate-bind,http://github.com/openstack/charm-designate-bind,32,2
693,charm-barbican-vault,http://github.com/openstack/charm-barbican-vault,32,2
694,charm-barbican-softhsm,http://github.com/openstack/charm-barbican-softhsm,32,2
695,charm-ceph-fs,http://github.com/openstack/charm-ceph-fs,32,2
696,charm-gnocchi,http://github.com/openstack/charm-gnocchi,32,2
697,charm-barbican,http://github.com/openstack/charm-barbican,32,2
698,charm-tempest,http://github.com/openstack/charm-tempest,32,2
699,openstack-ansible-os_octavia,http://github.com/openstack/openstack-ansible-os_octavia,35,2
700,monasca-specs,http://github.com/openstack/monasca-specs,27,2
701,foxnut,http://github.com/openstack/foxnut,95,3
702,fuel-nailgun-extension-converted-serializers,http://github.com/openstack/fuel-nailgun-extension-converted-serializers,207,3
703,airship-tempest-plugin,http://github.com/openstack/airship-tempest-plugin,200,3
704,workload-ref-archs,http://github.com/openstack/workload-ref-archs,NULL,NULL
705,virtualpdu,http://github.com/openstack/virtualpdu,96,3
706,tuning-box,http://github.com/openstack/tuning-box,NULL,NULL
707,tempest-lib,http://github.com/openstack/tempest-lib,44,2
708,tc-as-a-service,http://github.com/openstack/tc-as-a-service,NULL,NULL
709,tap-as-a-service-dashboard,http://github.com/openstack/tap-as-a-service-dashboard,208,3
710,snap.openstack,http://github.com/openstack/snap.openstack,97,3
711,security-analysis,http://github.com/openstack/security-analysis,214,3
712,scalpels,http://github.com/openstack/scalpels,98,3
713,release-schedule-generator,http://github.com/openstack/release-schedule-generator,46,2
714,python-fuelclient,http://github.com/openstack/python-fuelclient,207,3
715,python-don,http://github.com/openstack/python-don,NULL,NULL
716,pandaman,http://github.com/openstack/pandaman,99,3
717,packetary,http://github.com/openstack/packetary,100,3
718,ospurge,http://github.com/openstack/ospurge,101,3
719,openstack-ux,http://github.com/openstack/openstack-ux,NULL,NULL
720,openstack-doc-tools,http://github.com/openstack/openstack-doc-tools,9,2
721,oaktreemodel,http://github.com/openstack/oaktreemodel,102,3
722,oaktree,http://github.com/openstack/oaktree,103,3
723,nova-fusioncompute,http://github.com/openstack/nova-fusioncompute,30,3
724,nova-solver-scheduler,http://github.com/openstack/nova-solver-scheduler,30,3
725,nfv-filters,http://github.com/openstack/nfv-filters,NULL,NULL
726,networking-zte,http://github.com/openstack/networking-zte,29,3
727,networking-plumgrid,http://github.com/openstack/networking-plumgrid,29,3
728,networking-nec,http://github.com/openstack/networking-nec,29,3
729,networking-infoblox,http://github.com/openstack/networking-infoblox,29,3
730,networking-hpe,http://github.com/openstack/networking-hpe,29,3
731,networking-lagopus,http://github.com/openstack/networking-lagopus,29,3
732,networking-gluon,http://github.com/openstack/networking-gluon,29,3
733,networking-edge-vpn,http://github.com/openstack/networking-edge-vpn,29,3
734,networking-brocade,http://github.com/openstack/networking-brocade,29,3
735,interop-workloads,http://github.com/openstack/interop-workloads,129,3
736,networking-avaya,http://github.com/openstack/networking-avaya,29,3
737,nerd-reviewer,http://github.com/openstack/nerd-reviewer,16,3
738,namos,http://github.com/openstack/namos,104,3
739,marshal,http://github.com/openstack/marshal,105,3
740,kosmos,http://github.com/openstack/kosmos,106,3
741,horizon-mellanox,http://github.com/openstack/horizon-mellanox,14,2
742,fuel-nailgun-extension-cluster-upgrade,http://github.com/openstack/fuel-nailgun-extension-cluster-upgrade,207,3
743,fuel-dev-tools,http://github.com/openstack/fuel-dev-tools,207,3
744,fuel-ccp-entrypoint,http://github.com/openstack/fuel-ccp-entrypoint,207,3
745,ekko,http://github.com/openstack/ekko,107,3
746,deb-ryu,http://github.com/openstack/deb-ryu,NULL,NULL
747,delimiter,http://github.com/openstack/delimiter,108,3
748,deb-python-traceback2,http://github.com/openstack/deb-python-traceback2,NULL,NULL
749,deb-python-requests-unixsocket,http://github.com/openstack/deb-python-requests-unixsocket,NULL,NULL
750,deb-python-positional,http://github.com/openstack/deb-python-positional,NULL,NULL
751,deb-python-linecache2,http://github.com/openstack/deb-python-linecache2,NULL,NULL
752,deb-python-gabbi,http://github.com/openstack/deb-python-gabbi,NULL,NULL
753,deb-python-cotyledon,http://github.com/openstack/deb-python-cotyledon,NULL,NULL
754,cursive,http://github.com/openstack/cursive,109,3
755,conveyor,http://github.com/openstack/conveyor,110,3
756,cognitive,http://github.com/openstack/cognitive,111,3
757,coats,http://github.com/openstack/coats,112,3
758,cisco-ironic-contrib,http://github.com/openstack/cisco-ironic-contrib,NULL,NULL
759,doc8,http://github.com/openstack/doc8,113,3
760,broadview-lib,http://github.com/openstack/broadview-lib,205,3
761,aeromancer,http://github.com/openstack/aeromancer,114,3
762,bareon-allocator,http://github.com/openstack/bareon-allocator,147,3
763,osops-tools-monitoring,http://github.com/openstack/osops-tools-monitoring,212,3
764,karma-subunit-reporter,http://github.com/openstack/karma-subunit-reporter,44,2
765,charm-interface-hacluster,http://github.com/openstack/charm-interface-hacluster,32,2
766,openstack-ansible-openstack_hosts,http://github.com/openstack/openstack-ansible-openstack_hosts,35,2
767,masakari-specs,http://github.com/openstack/masakari-specs,25,2
768,proliantutils,http://github.com/openstack/proliantutils,115,3
769,gertty,http://github.com/openstack/gertty,116,3
770,collectd-openstack-plugins,http://github.com/openstack/collectd-openstack-plugins,NULL,NULL
771,shaker,http://github.com/openstack/shaker,117,3
772,gerrit-dash-creator,http://github.com/openstack/gerrit-dash-creator,16,3
773,openstack-ansible-os_monasca-agent,http://github.com/openstack/openstack-ansible-os_monasca-agent,35,2
774,openstack-ansible-os_aodh,http://github.com/openstack/openstack-ansible-os_aodh,35,2
775,openstack-ansible-os_sahara,http://github.com/openstack/openstack-ansible-os_sahara,35,2
776,openstack-ansible-os_watcher,http://github.com/openstack/openstack-ansible-os_watcher,35,2
777,openstack-ansible-repo_server,http://github.com/openstack/openstack-ansible-repo_server,35,2
778,openstack-ansible-os_magnum,http://github.com/openstack/openstack-ansible-os_magnum,35,2
779,openstack-ansible-os_zun,http://github.com/openstack/openstack-ansible-os_zun,35,2
780,openstack-ansible-os_rally,http://github.com/openstack/openstack-ansible-os_rally,35,2
781,openstack-ansible-os_cloudkitty,http://github.com/openstack/openstack-ansible-os_cloudkitty,35,2
782,openstack-ansible-rsyslog_server,http://github.com/openstack/openstack-ansible-rsyslog_server,35,2
783,blazar-nova,http://github.com/openstack/blazar-nova,3,2
784,airship-utils,http://github.com/openstack/airship-utils,200,3
785,fuxi,http://github.com/openstack/fuxi,118,3
786,python-pankoclient,http://github.com/openstack/python-pankoclient,55,2
787,pbrx,http://github.com/openstack/pbrx,119,3
788,git-os-job,http://github.com/openstack/git-os-job,16,3
789,karbor,http://github.com/openstack/karbor,18,2
790,deb-migrate,http://github.com/openstack/deb-migrate,NULL,NULL
791,qa-specs,http://github.com/openstack/qa-specs,44,2
792,python-ceilometerclient,http://github.com/openstack/python-ceilometerclient,55,3
793,stackviz,http://github.com/openstack/stackviz,44,2
794,ansible-role-qdrouterd,http://github.com/openstack/ansible-role-qdrouterd,35,2
795,monasca-ceilometer,http://github.com/openstack/monasca-ceilometer,27,2
796,dib-utils,http://github.com/openstack/dib-utils,57,2
797,kloudbuster,http://github.com/openstack/kloudbuster,120,3
798,rpm-packaging-tools,http://github.com/openstack/rpm-packaging-tools,39,2
799,git-nit,http://github.com/openstack/git-nit,16,3
800,eslint-config-openstack,http://github.com/openstack/eslint-config-openstack,44,2
801,tempest-stress,http://github.com/openstack/tempest-stress,44,2
802,ku.stella,http://github.com/openstack/ku.stella,121,3
803,instack-undercloud,http://github.com/openstack/instack-undercloud,57,2
804,metalsmith,http://github.com/openstack/metalsmith,17,2
805,ironic-lib,http://github.com/openstack/ironic-lib,17,2
806,api-site,http://github.com/openstack/api-site,202,3
807,js-openstack-lib,http://github.com/openstack/js-openstack-lib,16,2
808,python-saharaclient,http://github.com/openstack/python-saharaclient,48,2
809,pycadf,http://github.com/openstack/pycadf,19,2
810,governance-sigs,http://github.com/openstack/governance-sigs,213,4
811,sphinx-feature-classification,http://github.com/openstack/sphinx-feature-classification,38,2
812,flame,http://github.com/openstack/flame,122,3
813,ansible-role-openstacksdk,http://github.com/openstack/ansible-role-openstacksdk,57,3
814,charm-interface-barbican-hsm,http://github.com/openstack/charm-interface-barbican-hsm,32,3
815,charm-interface-mysql-shared,http://github.com/openstack/charm-interface-mysql-shared,32,2
816,charm-interface-gnocchi,http://github.com/openstack/charm-interface-gnocchi,32,2
817,charm-interface-neutron-plugin-api-subordinate,http://github.com/openstack/charm-interface-neutron-plugin-api-subordinate,32,2
818,charm-interface-keystone-credentials,http://github.com/openstack/charm-interface-keystone-credentials,32,2
819,charm-interface-keystone,http://github.com/openstack/charm-interface-keystone,32,2
820,charm-interface-bind-rndc,http://github.com/openstack/charm-interface-bind-rndc,32,2
821,cookbook-openstack-identity,http://github.com/openstack/cookbook-openstack-identity,33,2
822,cookbook-openstack-dashboard,http://github.com/openstack/cookbook-openstack-dashboard,33,2
823,syntribos,http://github.com/openstack/syntribos,123,3
824,stx-tis-repo,http://github.com/openstack/stx-tis-repo,210,3
